Id	HGNC_symbol	Status	HGNC_ID	HGNC_name	GeneID	UniProt_AC	UniProt_ID	Domain	MGI_symbol	MGI_ID	UniProt_AC_Mm	UniProt_ID_Mm	GeneTag	GeneDesc	Function	Modification	PMID_function	Complex_name	Target	Specific_target	Product	UniProt_ID_target	PMID_target
239	HCFC1	none	4839	host cell factor C1	3054	P51610	HCFC1_HUMAN	"Kelch_1 PF01344 32-71, Kelch_3 PF13415 91-145 146-208 215-263 264-330, Pfam-B_49758 PB049758 381-598"	Hcfc1	105942	Q61191	HCFC1_MOUSE	none	none	Chromatin remodeling	none	12670868	"NSL, COMPASS, MLL-HCF, CHD8, MLL2/3, COMPASS-like MLL1,2, MLL4/WBP7"	chromatin	none	none	none	12670868
240	HCFC2	none	24972	host cell factor C2	29915	Q9Y5Z7	HCFC2_HUMAN	"Kelch_1 PF01344 244-301, Kelch_3 PF13415 205-253, Kelch_5 PF13854 312-356"	Hcfc2	1915183	Q9D968	HCFC2_MOUSE	none	none	"Histone modification write cofactor, Histone modification write cofactor"	"Histone methylation, Histone acetylation"	15199122	"MLL-HCF, CHD8, MLL2/3, MLL4/WBP7"	histone	H3	none	none	15199122
241	HDAC1	none	4852	histone deacetylase 1	3065	Q13547	HDAC1_HUMAN	"Hist_deacetyl PF00850 18-320, Pfam-B_22185 PB022185 444-478"	Hdac1	108086	O09106	HDAC1_MOUSE	none	none	Histone modification erase	Histone acetylation	10220385	"SWI/SNF_Brm, NuRD, BHC, MeCP1, mSin3A, core HDAC, mSin3A-like complex, RING2-L3MBTL2, CREST-BRG1, LSD-CoREST"	histone	"H3, H4"	none	none	10220385
242	HDAC10	none	18128	histone deacetylase 10	83933	Q969S8	HDA10_HUMAN	Hist_deacetyl PF00850 13-322	Hdac10	2158340	Q6P3E7	HDA10_MOUSE	none	none	Histone modification erase	Histone acetylation	11861901	none	histone	"H2AKac, H2BKac, H3Kac, H4Kac"	"H2AK, H2BK, H3K, H4K"	none	11861901
243	HDAC11	none	19086	histone deacetylase 11	79885	Q96DB2	HDA11_HUMAN	Hist_deacetyl PF00850 23-320	Hdac11	2385252	Q91WA3	HDA11_MOUSE	none	none	Histone modification erase	Histone acetylation	9346952	none	histone	"H2AKac, H2BKac, H3Kac, H4Kac"	"H2AK, H2BK, H3K, H4K"	none	9346952
244	HDAC2	none	4853	histone deacetylase 2	3066	Q92769	HDAC2_HUMAN	"Hist_deacetyl PF00850 19-321, Pfam-B_46198 PB046198 351-449"	Hdac2	1097691	P70288	HDAC2_MOUSE	none	none	Histone modification erase	Histone acetylation	9346952	"SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, NuRD, BHC, MeCP1, mSin3A, core HDAC, mSin3A-like complex, RING2-L3MBTL2, LSD-CoREST"	histone	"H2AKac, H2BKac, H3Kac, H4Kac"	"H2AK, H2BK, H3K, H4K"	none	9346952
245	HDAC3	none	4854	histone deacetylase 3	8841	O15379	HDAC3_HUMAN	"Hist_deacetyl PF00850 11-315, Pfam-B_3137 PB003137 353-383"	Hdac3	1343091	O88895	HDAC3_MOUSE	none	none	Histone modification erase	Histone acetylation	10655483	none	histone	"H2AKac, H2BKac, H3Kac, H4Kac"	"H2AK, H2BK, H3K, H4K"	none	10655483
246	HDAC4	none	14063	histone deacetylase 4	9759	P56524	HDAC4_HUMAN	"Arb2 PF09757 1000-1059, HDAC4_Gln PF12203 61-152, Hist_deacetyl PF00850 664-993"	Hdac4	3036234	Q6NZM9	HDAC4_MOUSE	none	none	Histone modification erase	Histone acetylation	10220385	none	histone	"H2AKac, H2BKac, H3Kac, H4Kac"	"H2AK, H2BK, H3K, H4K"	none	10220385
247	HDAC5	none	14068	histone deacetylase 5	10014	Q9UQL6	HDAC5_HUMAN	"HDAC4_Gln PF12203 66-133, Hist_deacetyl PF00850 693-1023"	Hdac5	1333784	Q9Z2V6	HDAC5_MOUSE	none	none	Histone modification erase	Histone acetylation	10220385	none	histone	"H2AKac, H2BKac, H3Kac, H4Kac"	"H2AK, H2BK, H3K, H4K"	none	10220385
248	HDAC6	none	14064	histone deacetylase 6	10013	Q9UBN7	HDAC6_HUMAN	"Hist_deacetyl PF00850 95-403 489-799, zf-UBP PF02148 1133-1195"	Hdac6	1333752	Q9Z2V5	HDAC6_MOUSE	none	none	Histone modification erase	Histone acetylation	10220385	none	histone	"H2AKac, H2BKac, H3Kac, H4Kac"	"H2AK, H2BK, H3K, H4K"	none	10220385
249	HDAC7	none	14067	histone deacetylase 7	51564	Q8WUI4	HDAC7_HUMAN	"Hist_deacetyl PF00850 530-860, Pfam-B_5922 PB005922 1-148"	Hdac7	1891835	Q8C2B3	HDAC7_MOUSE	none	none	Histone modification erase	Histone acetylation	18285338	none	histone	"H2AKac, H2BKac, H3Kac, H4Kac"	"H2AK, H2BK, H3K, H4K"	none	18285338
250	HDAC8	none	13315	histone deacetylase 8	55869	Q9BY41	HDAC8_HUMAN	"Hist_deacetyl PF00850 21-323, Pfam-B_15628 PB015628 324-375"	Hdac8	1917565	Q8VH37	HDAC8_MOUSE	none	none	Histone modification erase	Histone acetylation	10748112	none	histone	"H2AKac, H2BKac, H3Kac, H4Kac"	"H2AK, H2BK, H3K, H4K"	none	10748112
251	HDAC9	none	14065	histone deacetylase 9	9734	Q9UKV0	HDAC9_HUMAN	"HDAC4_Gln PF12203 36-124, Hist_deacetyl PF00850 643-973, Pfam-B_5353 PB005353 577-624"	Hdac9	1931221	Q99N13	HDAC9_MOUSE	none	none	Histone modification erase	Histone acetylation	12590135	none	histone	"H3Kac, H4Kac"	"H3K, H4K"	none	12590135
252	HDGF	none	4856	hepatoma-derived growth factor	3068	P51858	HDGF_HUMAN	PWWP PF00855 10-92	Hdgf	1194494	P51859	HDGF_MOUSE	none	none	"Chromatin remodeling, TF"	TF repressor	"18331345, 17974029"	none	DNA	DNA motif	none	none	18331345
253	HELLS	none	4861	"helicase, lymphoid-specific"	3070	Q9NRZ9	HELLS_HUMAN	"Helicase_C PF00271 633-712, SNF2_N PF00176 226-577"	Hells	106209	Q60848	HELLS_MOUSE	none	none	Chromatin remodeling	none	14612388	none	chromatin	none	none	none	"14517253, 14612388"
254	HIF1AN	none	17113	"hypoxia inducible factor 1, alpha subunit inhibitor"	55662	Q9NWT6	HIF1N_HUMAN	Cupin_8 PF13621 48-302	Hif1an	2442345	Q8BLR9	HIF1N_MOUSE	none	none	Histone modification erase cofactor	Histone acetylation	11641274	none	histone	none	none	none	11641274
255	HINFP	none	17850	histone H4 transcription factor	25988	Q9BQA5	HINFP_HUMAN	"Pfam-B_17110 PB017110 1-103, zf-C2H2 PF00096 255-278 345-368, zf-C2H2_4 PF13894 229-254, zf-H2C2_2 PF13465 185-210"	Hinfp	2429620	Q8K1K9	HINFP_MOUSE	ZNF	"Zinc fingers, C2H2-type"	"Histone modification read, TF"	"TF activator, TF repressor"	14585971	none	"histone, DNA"	"H4, DNA motif"	none	none	14585971
256	HIRA	none	4916	histone cell cycle regulator	7290	P54198	HIRA_HUMAN	"HIRA_B PF09453 448-471, Hira PF07569 763-962, Pfam-B_18560 PB018560 963-1015, WD40 PF00400 5-44 60-98 121-159 164-202 258-312"	Hira	99430	Q61666	HIRA_MOUSE	WDR	WD repeat domain containing	Histone modification read	none	9710638	none	histone	"H2B, H4"	none	none	9710638
257	HIRIP3	none	4917	HIRA interacting protein 3	8479	Q9BW71	HIRP3_HUMAN	CHZ PF09649 484-520	Hirip3	2142364	Q8BLH7	HIRP3_MOUSE	none	none	Histone modification read	none	9710638	none	histone	"H2A, H3"	none	none	9710638
258	HJURP	none	25444	Holliday junction recognition protein	55355	Q8NCD3	HJURP_HUMAN	"HJURP_C PF12347 409-471 554-614, HJURP_mid PF12346 271-386, Pfam-B_631 PB000631 682-746, Scm3 PF10384 16-77"	Hjurp	2685821	Q6PG16	HJURP_MOUSE	none	none	Histone chaperone	none	21478274	none	histone	H4	none	none	21478274
259	HLCS	none	4976	holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase)	3141	P50747	BPL1_HUMAN	"BPL_C PF02237 669-718, BPL_LplA_LipB PF03099 471-603, Pfam-B_33359 PB033359 244-405, Pfam-B_35799 PB035799 407-469"	Hlcs	894646	Q920N2	BPL1_MOUSE	none	none	Histone modification write	none	14613969	none	histone	"H1, H2A, H2B, H4"	none	none	14613969
260	HLTF	none	11099	helicase-like transcription factor	6596	Q14527	HLTF_HUMAN	"HIRAN PF08797 60-155, Helicase_C PF00271 870-950, SNF2_N PF00176 243-722, zf-RING_2 PF13639 758-801"	Hltf	1196437	Q6PCN7	HLTF_MOUSE	RNF	RING-type (C3HC4) zinc fingers	Chromatin remodeling cofactor	none	18719106	none	chromatin	none	none	none	18719106
261	HMG20A	none	5001	high mobility group 20A	10363	Q9NP66	HM20A_HUMAN	HMG_box PF00505 103-171	Hmg20a	1914117	Q9DC33	HM20A_MOUSE	HMGX	High mobility group / Non-canonical	Chromatin remodeling cofactor	none	24227653	LSD-CoREST	histone	H3K4	none	none	24227653
262	HMG20B	none	5002	high mobility group 20B	10362	Q9P0W2	HM20B_HUMAN	"HMG_box PF00505 70-138, Pfam-B_10576 PB010576 211-315"	Hmg20b	1341190	Q9Z104	HM20B_MOUSE	HMGX	High mobility group / Non-canonical	Chromatin remodeling	none	11997092	"BHC, LSD-CoREST"	DNA	none	none	none	11997092
263	HMGB1	New	4983	high mobility group box 1	3146	P09429	HMGB1_HUMAN	"HMG_box PF00505 95-163, HMG_box_2 PF09011 6-79"	Hmgb1	96113	P63158	HMGB1_MOUSE	HMG	High-mobility group / Canonical	Chromatin remodeling	none	19158276	none	chromatin	none	none	none	none
264	HMGN1	New	4984	high mobility group nucleosome binding domain 1	3150	P05114	HMGN1_HUMAN	HMG14_17 PF01101 2-96	Hmgn1	96120	P18608	HMGN1_MOUSE	HMG	High-mobility group / Canonical	Chromatin remodeling	none	"22395460, 20123071"	none	histone	H1	none	none	none
265	HMGN2	New	4986	high mobility group nucleosomal binding domain 2	3151	P05204	HMGN2_HUMAN	HMG14_17 PF01101 2-90	Hmgn2	96136	P09602	HMGN2_MOUSE	HMG	High-mobility group / Canonical	Chromatin remodeling	none	"22395460, 20123071"	none	histone	H1	none	none	none
266	HMGN3	New	12312	high mobility group nucleosomal binding domain 3	9324	Q15651	HMGN3_HUMAN	HMG14_17 PF01101 2-98	Hmgn3	2138069	Q9DCB1	HMGN3_MOUSE	HMG	High-mobility group / Canonical	Chromatin remodeling	none	"22395460, 20123071"	none	histone	H1	none	none	none
267	HMGN4	New	4989	high mobility group nucleosomal binding domain 4	10473	O00479	HMGN4_HUMAN	HMG14_17 PF01101 2-90	none	none	none	none	HMG	High-mobility group / Canonical	Chromatin remodeling	none	"22395460, 20123071"	none	histone	H1	none	none	none
268	HMGN5	New	8013	high mobility group nucleosome binding domain 5	79366	P82970	HMGN5_HUMAN	HMG14_17 PF01101 2-102	Hmgn5	1355295	Q9JL35	HMGN5_MOUSE	HMG	High-mobility group / Canonical	Chromatin remodeling	none	"22395460, 20123071"	none	histone	H1	none	none	none
269	HP1BP3	New	24973	"heterochromatin protein 1, binding protein 3"	50809	Q5SSJ5	HP1B3_HUMAN	Linker_histone PF00538 157-232 260-330 341-412	Hp1bp3	109369	Q3TEA8	HP1B3_MOUSE	none	none	Chromatin remodeling	none	25100860	none	chromatin	none	none	none	none
270	HR	none	5172	hair growth associated	55806	O43593	HAIR_HUMAN	"JmjC PF02373 1026-1140, Pfam-B_40014 PB040014 312-431, Pfam-B_80075 PB080075 181-289"	Hr	96223	Q61645	HAIR_MOUSE	none	none	Histone modification erase	Histone methylation	24334705	none	histone	"H3K9me1, H3K9me2"	H3K9	none	24334705
271	HSPA1A	none	5232	heat shock 70kDa protein 1A	3303	P08107	HSP71_HUMAN	HSP70 PF00012 6-612	Hspa1a	96244	Q61696	HS71A_MOUSE	HSP70	Heat shock proteins / HSP70	"Histone modification write cofactor, Histone modification write cofactor"	"Histone methylation, Histone acetylation"	22123078	"CHD8, MLL2/3, MLL4/WBP7"	histone	none	none	none	22123078
272	HSPA1B	none	5233	heat shock 70kDa protein 1B	3304	P08107	HSP71_HUMAN	HSP70 PF00012 6-612	Hspa1a	96244	Q61696	HS71A_MOUSE	HSP70	Heat shock proteins / HSP70	"Histone modification write cofactor, Histone modification write cofactor"	"Histone methylation, Histone acetylation"	22123078	"CHD8, MLL2/3, MLL4/WBP7"	histone	none	none	none	22123078
273	HUWE1	none	30892	"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase"	10075	Q7Z6Z7	HUWE1_HUMAN	"DUF4414 PF14377 2968-3079, DUF908 PF06012 89-370, DUF913 PF06025 429-815, HECT PF00632 4067-4374, Pfam-B_13571 PB013571 3944-3965, Pfam-B_15798 PB015798 3091-3191, Pfam-B_20712 PB020712 2429-2459, Pfam-B_6870 PB006870 3966-4021, UBA PF00627 1317-1352, WWE PF02825 1611-1679"	Huwe1	1926884	Q7TMY8	HUWE1_MOUSE	none	none	Histone modification write	Histone ubiquitination	15767685	none	histone	H3K9	none	none	15767685
274	IKBKAP	none	5959	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein"	8518	O95163	ELP1_HUMAN	"IKI3 PF04762 1-954, Pfam-B_8846 PB008846 1048-1212"	Ikbkap	1914544	Q7TT37	ELP1_MOUSE	ELP	Elongator acetyltransferase complex subunits	Scaffold protein	none	"11818576, 11714725"	Pol2 elongator	none	RNA	none	none	"11818576, 11714725"
275	IKZF1	none	13176	IKAROS family zinc finger 1 (Ikaros)	10320	Q13422	IKZF1_HUMAN	zf-H2C2_2 PF13465 131-156 159-184 187-212	Ikzf1	1342540	Q03267	IKZF1_MOUSE	"ZNF, IKZF"	"Zinc fingers, C2H2-type, IKAROS zinc fingers"	"Chromatin remodeling, TF"	none	19141594	none	DNA	DNA motif	none	none	19141594
276	IKZF3	none	13178	IKAROS family zinc finger 3 (Aiolos)	22806	Q9UKT9	IKZF3_HUMAN	"Pfam-B_2031 PB002031 67-110, zf-C2H2_4 PF13894 480-504, zf-H2C2_2 PF13465 132-157 160-183 188-213"	Ikzf3	1342542	O08900	IKZF3_MOUSE	"ZNF, IKZF"	"Zinc fingers, C2H2-type, ""IKAROS zinc fingers"""	TF	none	none	none	DNA	DNA motif	none	none	none
277	ING1	none	6062	"inhibitor of growth family, member 1"	3621	Q9UK53	ING1_HUMAN	"ING PF12998 173-256, PHD PF00628 355-402, Pfam-B_837 PB000837 51-89"	Ing1	1349481	Q9QXV3	ING1_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification read	none	18533182	none	histone	H3K4me3	none	none	18533182
278	ING2	none	6063	"inhibitor of growth family, member 2"	3622	Q9H160	ING2_HUMAN	"ING PF12998 26-125, PHD PF00628 214-261"	Ing2	1916510	Q9ESK4	ING2_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification read	none	16728974	mSin3A-like complex	histone	H3K4me3	none	none	16728974
279	ING3	none	14587	"inhibitor of growth family, member 3"	54556	Q9NXR8	ING3_HUMAN	"ING PF12998 2-104, PHD PF00628 362-409"	Ing3	1919027	Q8VEK6	ING3_MOUSE	PHF	"Zinc fingers, PHD-type"	"Chromatin remodeling, Histone modification write cofactor"	Histone acetylation	12545155	"SWR, NuA4, Piccolo_NuA4"	histone	"H2A, H4"	none	none	12545155
280	ING4	none	19423	"inhibitor of growth family, member 4"	51147	Q9UNL4	ING4_HUMAN	"ING PF12998 5-107, PHD PF00628 198-245"	Ing4	107307	Q8C0D7	ING4_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification read	none	18381289	HBO1	histone	H3K4me3	none	none	18381289
281	ING5	none	19421	"inhibitor of growth family, member 5"	84289	Q8WYH8	ING5_HUMAN	"ING PF12998 5-107, PHD PF00628 188-235"	Ing5	1922816	Q9D8Y8	ING5_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification read	none	18623064	"HBO1, MOZ/MORF"	histone	"H3K4me3, H3K4me2"	none	none	18623064
282	INO80	none	26956	INO80 complex subunit	54617	Q9ULG1	INO80_HUMAN	"DBINO PF13892 270-410, Helicase_C PF00271 1135-1214, Pfam-B_16799 PB016799 1435-1475, SNF2_N PF00176 521-822"	Ino80	1915392	Q6ZPV2	INO80_MOUSE	INO80	INO80 complex subunits	Chromatin remodeling	none	16298340	Ino80	DNA	none	none	none	16298340
283	INO80B	none	13324	INO80 complex subunit B	83444	Q9C086	IN80B_HUMAN	"PAPA-1 PF04795 211-293, zf-HIT PF04438 305-336"	Ino80b	1917270	Q99PT3	IN80B_MOUSE	"ZNHIT, INO80"	"Zinc fingers, HIT-type, INO80 complex subunits"	Chromatin remodeling cofactor	none	21303910	Ino80	chromatin	none	none	none	21303910
284	INO80C	none	26994	INO80 complex subunit C	125476	Q6PI98	IN80C_HUMAN	YL1_C PF08265 141-170	Ino80c	2443014	Q8BHA0	IN80C_MOUSE	INO80	INO80 complex subunits	Chromatin remodeling cofactor	none	16230350	"Ino80, CHD8, MLL2/3, MLL4/WBP7"	chromatin	none	none	none	16230350
285	INO80D	none	25997	INO80 complex subunit D	54891	Q53TQ3	IN80D_HUMAN	"Pfam-B_14282 PB014282 588-622, zf-C3Hc3H PF13891 16-80 446-512"	Ino80d	3027003	Q66JY2	IN80D_MOUSE	INO80	INO80 complex subunits	Chromatin remodeling cofactor	none	21303910	Ino80	chromatin	none	none	none	21303910
286	INO80E	none	26905	INO80 complex subunit E	283899	Q8NBZ0	IN80E_HUMAN	none	Ino80e	2141881	none	none	INO80	INO80 complex subunits	Chromatin remodeling cofactor	none	21303910	none	chromatin	none	none	none	21303910
287	JADE1	none	30027	jade family PHD finger 1	79960	Q6IE81	JADE1_HUMAN	"EPL1 PF10513 29-181, PHD_2 PF13831 217-251, zf-HC5HC2H_2 PF13832 256-368"	Jade1	1925835	Q6ZPI0	JADE1_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification write	Histone acetylation	16387653	HBO1	histone	"H3, H4"	"H3ac, H4ac"	none	16387653
288	JADE2	none	22984	jade family PHD finger 2	23338	Q9NQC1	JADE2_HUMAN	"EPL1 PF10513 39-177, PHD_2 PF13831 213-247, Pfam-B_23296 PB023296 631-669, zf-HC5HC2H_2 PF13832 252-364"	Jade2	1924151	Q6ZQF7	JADE2_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification write	Histone acetylation	16387653	HBO1	histone	"H3, H4"	"H3ac, H4ac"	none	16387653
289	JADE3	none	22982	jade family PHD finger 3	9767	Q92613	JADE3_HUMAN	"EPL1 PF10513 30-178, PHD PF00628 202-249, zf-HC5HC2H_2 PF13832 253-365"	Jade3	2148019	Q6IE82	JADE3_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification write	Histone acetylation	14612400	HBO1	histone	"H3, H4"	"H3ac, H4ac"	none	14612400
290	JAK2	none	6192	Janus kinase 2	3717	O60674	JAK2_HUMAN	"Pkinase_Tyr PF07714 545-805 849-1123, SH2 PF00017 400-481"	Jak2	96629	Q62120	JAK2_MOUSE	SH2D	SH2 domain containing	Histone modification write	Histone phosphorylation	19783980	none	histone	H3T41	H3T41ph	none	19783980
291	JARID2	none	6196	"jumonji, AT rich interactive domain 2"	3720	Q92833	JARD2_HUMAN	"ARID PF01388 618-709, JmjC PF02373 916-1031, JmjN PF02375 558-591, Pfam-B_728 PB000728 1-122, zf-C5HC2 PF02928 1139-1193"	Jarid2	104813	Q62315	JARD2_MOUSE	none	none	Histone modification write cofactor	Histone methylation	20075857	PRC2	histone	"H3K27, H3K9"	none	none	20075857
292	JDP2	none	17546	Jun dimerization protein 2	122953	Q8WYK2	JDP2_HUMAN	bZIP_1 PF00170 70-131	Jdp2	1932093	P97875	JDP2_MOUSE	bZIP	basic leucine zipper proteins	"Chromatin remodeling, Histone modification erase cofactor"	Histone acetylation	16518400	none	DNA	none	none	none	16518400
293	JMJD1C	none	12313	jumonji domain containing 1C	221037	Q15652	JHD2C_HUMAN	"JmjC PF02373 2381-2481, Pfam-B_14856 PB014856 2090-2122, Pfam-B_15350 PB015350 2148-2224, Pfam-B_16501 PB016501 1889-1927, Pfam-B_17329 PB017329 541-947, Pfam-B_19453 PB019453 1929-2023, Pfam-B_2770 PB002770 220-524, Pfam-B_63706 PB063706 1-119"	Jmjd1c	1918614	Q69ZK6	JHD2C_MOUSE	none	none	Histone modification erase	Histone methylation	17549425	none	histone	H3K9me	H3K9	none	17549425
294	JMJD6	none	19355	jumonji domain containing 6	23210	Q6NYC1	JMJD6_HUMAN	"JmjC PF02373 174-288, Pfam-B_22969 PB022969 1-39"	Jmjd6	1858910	Q9ERI5	JMJD6_MOUSE	none	none	Histone modification erase	Histone methylation	17947579	none	histone	"H3R2me, H4R3me"	"H3R2, H4R3"	none	17947579
295	KANSL1	none	24565	KAT8 regulatory NSL complex subunit 1	284058	Q7Z3B3	KANL1_HUMAN	"PEHE PF15275 885-1035, Pfam-B_14811 PB014811 571-639, Pfam-B_19390 PB019390 431-469, Pfam-B_2194 PB002194 135-403, Pfam-B_6892 PB006892 471-569"	Kansl1	1923969	Q80TG1	KANL1_MOUSE	none	none	"Histone modification write cofactor, Histone modification write cofactor"	"Histone methylation, Histone acetylation"	20018852	"NSL, CHD8, MLL2/3, MLL4/WBP7"	histone	H4	H4ac	none	20018852
296	KANSL2	none	26024	KAT8 regulatory NSL complex subunit 2	54934	Q9H9L4	KANL2_HUMAN	"Pfam-B_21577 PB021577 1-25, zf-C3Hc3H PF13891 27-93 300-365"	Kansl2	1916862	Q8BQR4	KANL2_MOUSE	none	none	Histone modification write cofactor	Histone acetylation	20018852	NSL	histone	H5	H4ac	none	20018852
297	KANSL3	none	25473	KAT8 regulatory NSL complex subunit 3	55683	Q9P2N6	KANL3_HUMAN	"Abhydrolase_5 PF12695 287-436, Pfam-B_10092 PB010092 521-544, Pfam-B_8995 PB008995 545-589"	Kansl3	1918055	A2RSY1	KANL3_MOUSE	none	none	Histone modification write cofactor	Histone acetylation	20018852	NSL	histone	H6	H4ac	none	20018852
298	KAT2A	none	4201	K(lysine) acetyltransferase 2A	2648	Q92830	KAT2A_HUMAN	"Acetyltransf_1 PF00583 553-628, Bromodomain PF00439 737-820, PCAF_N PF06466 86-337, Pfam-B_10717 PB010717 1-67"	Kat2a	1343101	Q9JHD2	KAT2A_MOUSE	KAT	Chromatin-modifying enzymes / K-acetyltransferases	Histone modification write	Histone acetylation	10611234	"TFTC-HAT, SAGA, ATAC, STAGA"	histone	none	none	none	10611234
299	KAT2B	none	8638	K(lysine) acetyltransferase 2B	8850	Q92831	KAT2B_HUMAN	"Acetyltransf_7 PF13508 541-624, Bromodomain PF00439 732-815, PCAF_N PF06466 74-327, Pfam-B_358817 PB358817 339-381"	Kat2b	1343094	Q9JHD1	KAT2B_MOUSE	KAT	Chromatin-modifying enzymes / K-acetyltransferases	Histone modification write	Histone acetylation	8945521	none	histone	none	none	none	8945521
300	KAT5	none	5275	K(lysine) acetyltransferase 5	10524	Q92993	KAT5_HUMAN	"MOZ_SAS PF01853 285-477, Tudor-knot PF11717 7-65"	Kat5	1932051	Q8CHK4	KAT5_MOUSE	"KAT, ZC2HC"	"Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing"	Histone modification write	Histone acetylation	10096020	"SWR, NuA4, Piccolo_NuA4"	histone	"H2AK5, H3K14, H4K5,H4K8, H4K12, H4K16"	"H2AK5ac, H3K14ac, H4K5ac, H4K8ac, H4K12ac, H4K16ac"	none	10096020
301	KAT6A	none	13013	K(lysine) acetyltransferase 6A	7994	Q92794	KAT6A_HUMAN	"MOZ_SAS PF01853 562-749, PHD PF00628 208-265 264-313, Pfam-B_19382 PB019382 1-84, Pfam-B_21350 PB021350 1011-1048, Pfam-B_25985 PB025985 1056-1116, Pfam-B_3468 PB003468 1648-1699, Pfam-B_6470 PB006470 1487-1601"	Kat6a	2442415	Q8BZ21	KAT6A_MOUSE	"KAT, ZC2HC, PHF"	"Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing, Zinc fingers, PHD-type"	Histone modification write	Histone acetylation	11313971	MOZ/MORF	histone	"H3, H4"	"H3ac, H4ac"	none	11313971
302	KAT6B	none	17582	K(lysine) acetyltransferase 6B	23522	Q8WYB5	KAT6B_HUMAN	"Linker_histone PF00538 106-175, MOZ_SAS PF01853 773-960, PHD PF00628 271-320, Pfam-B_6470 PB006470 1604-1717"	Kat6b	1858746	Q8BRB7	KAT6B_MOUSE	"KAT, ZC2HC, PHF"	"Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing, Zinc fingers, PHD-type"	Histone modification write	Histone acetylation	10497217	MOZ/MORF	histone	H3	H3ac	none	10497217
303	KAT7	none	17016	K(lysine) acetyltransferase 7	11143	O95251	KAT7_HUMAN	"MOZ_SAS PF01853 390-577, zf-C2HC PF01530 182-212"	Kat7	2182799	Q5SVQ0	KAT7_MOUSE	"KAT, ZC2HC"	"Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing"	Histone modification write	Histone acetylation	10438470	HBO1	histone	H4	H4ac	none	10438470
304	KAT8	none	17933	K(lysine) acetyltransferase 8	84148	Q9H7Z6	KAT8_HUMAN	"MOZ_SAS PF01853 232-418, Tudor-knot PF11717 55-111"	Kat8	1915023	Q9D1P2	KAT8_MOUSE	"KAT, ZC2HC"	"Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing"	Histone modification write	Histone acetylation	10786633	"NSL, CHD8, MLL2/3, COMPASS-like MLL1,2, MLL4/WBP7"	histone	"H2A, H3, H4"	"H2Aac, H3ac, H4ac"	none	10786633
305	KDM1A	none	29079	lysine (K)-specific demethylase 1A	23028	O60341	KDM1A_HUMAN	"Amino_oxidase PF01593 288-826, SWIRM PF04433 174-264"	Kdm1a	1196256	Q6ZQ88	KDM1A_MOUSE	KDM	Chromatin-modifying enzymes / K-demethylases	Histone modification erase	Histone methylation	16223729	"NuRD, BHC, SCL"	histone	"H3K4me1, H3K4me2, H3K9me"	"H3K4, H3K9"	none	16223729
